Domain,Temperature,MAE,RMSE,Pearson,Spearman,HelixContentError
1ll8A00,379,0.0617989544568491,0.1254521185611633,0.8850821592831557,0.8574176215094225,0.0395940988835725
1ll8A00,413,0.0635389863547758,0.1064233981681449,0.892766452291748,0.818261858420679,0.0153612440191387
1ll8A00,450,0.0702898281056175,0.1051466665693512,0.84400964111728,0.8322945439398453,0.0358485734538366
1lujB01,320,0.1303709330501783,0.1568029928260933,0.9721287038502404,0.9549981765452962,0.0961479484875711
1lujB01,348,0.0700974776284122,0.1040471886404634,0.962747668884842,0.9652278510339632,0.0092984030741818
1lujB01,379,0.1201419858967029,0.1499101336978345,0.9235680748122116,0.9473815033040738,0.0309988564894225
1lujB01,413,0.0784852296550409,0.111434892712643,0.906068199590271,0.9296745482529056,0.0696733371450352
1lujB01,450,0.1501261128808298,0.1833402887651499,0.9036461567616696,0.9195419265007008,0.149458248250701
1m2dA00,320,0.1239772977297729,0.2774155126172732,0.7813235296782275,0.8768049841644785,0.1103365336533653
1m2dA00,348,0.1345536181525129,0.2907189662290048,0.7609918271686207,0.8508615052357498,0.1163251208841814
1m2dA00,379,0.1337908790879088,0.2796022056692313,0.7398167674370089,0.8538277587678175,0.0963145314531453
1m2dA00,413,0.1279411941194119,0.263413072807721,0.7620684204469754,0.8925154829140419,0.0953145314531453
1m2dA00,450,0.1137484748474847,0.229835023692717,0.8007733027295683,0.9299240707948004,0.0959128912891288
1mtyG02,320,0.070960702919607,0.1231614359502465,0.9628469548064889,0.9119132156975498,0.0268782343987822
1mtyG02,348,0.0816342880863428,0.1221579291930134,0.969355691488506,0.9276664771926656,0.0364329597343294
1mtyG02,379,0.1028226096582261,0.1260704174146555,0.9626845342875088,0.9052087369844368,0.0501263318112634
1mtyG02,413,0.1349832572298326,0.1606029144417292,0.9468119713427664,0.9189068676865636,0.1313059360730593
1mtyG02,450,0.1871627231216272,0.2181363890439213,0.9012378713650534,0.8374312777375957,0.1871627231216272
1o0sA02,320,0.2137304526748971,0.300519587773633,0.6752792690603008,0.663470905169696,0.1417184811073698
1o0sA02,348,0.1885043958099513,0.2701128209771289,0.6326483460353147,0.631510827892374,0.0796931350542461
1o0sA02,379,0.1314019827908716,0.1975590964274377,0.603530718037957,0.626607615240462,0.0459154508043397
1o0sA02,413,0.1305629899337909,0.1564156719605861,0.4822218775864931,0.4520908961546878,0.0538137794830301
1o0sA02,450,0.1149757762813318,0.1378207199447767,0.7014021670902176,0.6809845057215499,0.1110047699214366
1o75A03,320,0.0980708648989899,0.1435625720739469,0.789901418804277,0.4668085417575514,0.0609684343434343
1o75A03,348,0.1222413848854397,0.1721852660060243,0.6985399988147295,0.4750896638096034,0.0748863058943089
1o75A03,379,0.1083263888888889,0.1422746431170153,0.7436048379889006,0.5128291886545512,0.0648263888888888
1o75A03,413,0.1281935763888889,0.1626418298546887,0.5082534340621954,0.7521243742768978,0.0756184501262626
1o75A03,450,0.0962904829545454,0.1146138148892032,0.6626909056482715,0.7573900191989544,0.0948589804292929
1ow4A00,320,0.0699747474747474,0.126017427895731,0.9557638872031432,0.9269863233620028,0.013026430976431
1ow4A00,348,0.0753796296296296,0.1332678009487564,0.9491577421755676,0.9485737579899324,0.0031614478114478
1ow4A00,379,0.0966820707070707,0.1439404742147423,0.9389576738897945,0.9389678984511692,0.0085514309764309
1ow4A00,413,0.1043376262626262,0.1316039202809564,0.9483069230366236,0.950985396342252,0.0256002525252524
1ow4A00,450,0.1011463443963444,0.1298511389012737,0.9315767472636975,0.9467220754536474,0.0541224386724387
1pi2A00,320,0.05876304023845,0.0859897783031938,0.1405533079124117,0.0604630635649917,0.0577347242921013
1pi2A00,348,0.0594396423248882,0.0809841946172701,0.0943756769605104,0.1503760737077065,0.0594396423248882
1pi2A00,379,0.0752730584533863,0.0987457854101588,0.2605126594927513,0.3329099387076796,0.0752730584533863
1pi2A00,413,0.0503070044709389,0.0680229709174339,0.37661960192513,0.3815435542993127,0.0498844179499917
1pi2A00,450,0.0538872329855936,0.067433647720695,0.6340801507126493,0.6989864311609135,0.0538872329855936
1qwzA00,320,0.0702176230388996,0.1320590260667504,0.9359137835628872,0.8769992555195636,0.0129391360412637
1qwzA00,348,0.0766759939823769,0.1471858763856673,0.9020391021142192,0.8454047487218385,0.0194959381044487
1qwzA00,379,0.0679322587577906,0.1192808829094178,0.9145706280817828,0.8665419916741036,0.0233102084676552
1qwzA00,413,0.0669026004728132,0.1051157336566615,0.9211988085543452,0.9102889133287184,0.0392077799269288
1qwzA00,450,0.0640232108317214,0.0887028020604244,0.9284275364333484,0.8952370550292897,0.0591876208897485
1reoA03,320,0.1933560356035603,0.2475237307891321,0.7848744515086631,0.7837444647054571,0.0652936293629363
1reoA03,348,0.183030603060306,0.2488081186386716,0.7846998130528582,0.7885684300713918,0.0843967396739673
1reoA03,379,0.0969479947994799,0.1265498129562161,0.8273499927010582,0.8409972356090234,0.0025679567956795
1reoA03,413,0.0838348462753252,0.1063247199538166,0.7711169743326276,0.8165814738619896,0.0181916773072657
1reoA03,450,0.1093739573957395,0.1380240176023909,0.6281157303398828,0.72467574675738,0.1076887888788879
1s5lB02,320,0.0864088661857179,0.1360858893678476,0.9324294314486348,0.8777347036579992,0.0213715702528715
1s5lB02,348,0.0955747649909499,0.1487449589220669,0.900640974516791,0.8831469766789014,0.0227505692765807
1s5lB02,379,0.0985874350440824,0.1337251871111087,0.8872098226855987,0.8834703302887847,0.0383060080574531
1s5lB02,413,0.0807010052127675,0.1044140139103198,0.9095721499409556,0.8848580651391049,0.0477807799734133
1s5lB02,450,0.1054049746015064,0.1456593329736463,0.805625789437596,0.8157269195603355,0.1025484322998773
1sxrA00,320,0.1075983534769662,0.1605577281523881,0.9289811040205732,0.8162160316602739,0.0153928300344485
1sxrA00,348,0.093918466247946,0.147078949156101,0.9304353490698596,0.753742845450369,0.0105373053407734
1sxrA00,379,0.1086390494540783,0.1554328613741912,0.9119562170460916,0.7846220796359329,0.0107698370993168
1sxrA00,413,0.1391414141414141,0.1928579263768229,0.8369443447495827,0.7637205749014824,0.02064593916039
1sxrA00,450,0.151468908740585,0.2020595607014918,0.7568599136600315,0.7634834198197934,0.0458742336661412
1t4lB00,320,0.0722666345999679,0.1387365839606355,0.938157204756596,0.926792196399965,0.0046559884559884
1t4lB00,348,0.0671423120089786,0.1213214991165982,0.9469423444748232,0.9345185678972115,0.0276386083052749
1t4lB00,379,0.0666047138047138,0.1036975341642879,0.96054443350053,0.9326215087610514,0.0042139169472503
1t4lB00,413,0.0878441077441077,0.1253372300427715,0.9476496164805884,0.9080596680004228,0.0811215488215487
1t4lB00,450,0.1303345679012345,0.1744912658244465,0.9177424233232196,0.9209958754892776,0.1301460157126823
1tg0A00,320,0.0372451790633608,0.154520091906862,0.8605434426389156,0.5608748983997661,0.0372451790633608
1tg0A00,348,0.0412121212121212,0.1711281639147936,,,0.0412121212121212
1tg0A00,379,0.0430027548209366,0.1317638816629734,0.6562366307340292,0.4445627875697927,0.0430027548209366
1tg0A00,413,0.0458357820630547,0.1221820818929321,0.655090032914831,0.4337670961010295,0.0426683501683501
1tg0A00,450,0.0455622895622895,0.0813667021390486,0.6982840168623651,0.6846770494029547,0.043030303030303
1tuaA01,320,0.0678314436885865,0.1348229176217673,0.9562320450626022,0.9411195643870568,0.0456428915000343
1tuaA01,348,0.0833659211159211,0.1497494813131118,0.9412784691869908,0.9242298818922134,0.0404789562289563
